Myanmar	Type	English
သေဘာတူရမည္ျဖစ္ေသာ	compel	v
အတင္းအၾကပ္ျပဳေစခဲ့	compelled	v[pt]
အတင္းအၾကပ္ျပဳေစခဲ့ၿပီး	compelled	v[pp]
အတင္းအၾကပ္ျပဳေန	compelling	v[ing]
သုတေပါင္းခ်ဳပ္	compendium	n
သံခိပ္	compendium	n
သျဂၤိဳဟ္	compendium	n
စံုစီနဖာ ကစားစရာ ေသတၱာ	compendium	n
အေလ်ာ္ေပးသည္	compensate	v
ေလ်ာ္ေၾကးေပးသည္	compensate	v
အစားထိုးသည္	compensate	v
ေထသည္	compensate	v
ေပး ေလ်ာ္ျခင္း	compensation	n
ေလ်ာ္ေၾကးေပးျခင္း	compensation	n
ေလ်ာ္ေၾကး	compensation	n
နစ္နာေၾကး	compensation	n
ေပးေလ်ာ္ျခင္းမ်ား	compensations	n[pl]
တီဗီ၊ ေရဒီယို၊ ကပြဲ  ကျပ ေဖ်ာ္ေျဖသူႏွင့္ ပရိသတ္ကို မိတ္ဆက္ေပးသူ	compère	n
ယင္းသို႕မိတ္ဆက္ေပးသည္	compère	v
ၿပိဳင္သည္	compete	v
ယွဉ္ၿပိဳင္သည္	compete	v
ၿပိဳင္ခဲ့	competed	v[pt]
ၿပိဳင္ခဲ့ၿပီး	competed	v[pp]
ကၽြမ္းက်င္လိမၼာမႈ	competence	n
လုပ္ရည္ကိုင္ရည္	competence	n
အရည္အခ်င္း	competence	n
အစြမ္းအစ	competence	n
လုပ္ပိုင္ခြင့္အာဏာ	competence	n
ျပဳပိုင္ခြင့္ရိွျခင္းမ်ား	competences	n[pl]
အရည္အခ်င္း၊ ကၽြမ္းက်င္မႈ၊ ဗဟုသုတ၊ အခြင့္အာဏာစသည္ရိွေသာ	competent	adj
သင့္ေသာ	competent	adj
ၿပိဳင္ေန	competing	v[ing]
ၿပိဳင္ပြဲ	competition	n
ဗိုလ္လုပြဲ	competition	n
ယွဉ္ၿပိဳင္မႈ	competition	n
ယွဉ္ၿပိဳင္သူမ်ား	competition	n
ၿပိဳင္ဘက္မ်ား	competition	n
ၿပိဳင္ပြဲမ်ား	competitions	n[pl]
အမ်ားႏွင့္ယွဉ္ၿပိဳင္ရေသာ	competitive	adj
နည္းတူေကာင္းေသာ	competitive	adj
အတူတူျဖစ္ေသာ	competitive	adj
ႏိုင္လိုစိတ္ျပင္းေသာ	competitive	adj
ႏိုင္ခ်င္ၾကက္စိတ္မ်ိဳးရိွေသာ	competitive	adj
ၿပိဳင္ဘက္	competitor	n
အားကစား ၿပိဳင္ပြဲဝင္	competitor	n
ၿပိဳင္ဘက္မ်ား	competitors	n[pl]
စာအုပ္စာတမ္း ျပဳစုျခင္း	compilation	n
က်မ္းျပဳျခင္း	compilation	n
တစ္ေပါင္းတည္း စုစည္းထားမႈ	compilation	n
သတင္းအခ်က္အလက္ စုေဆာင္း သည္	compile	v
စာအုပ္၊ စာရင္း၊ အစီရင္ခံစာ ျပဳစုသည္	compile	v
ပရိုဂရမ္ ဘာသာစကား တစ္ခုခုျဖင့္ ေရးသားထားေသာ အမိန္႕ညႊန္ၾကားခ်က္ ကို စက္နားလည္ေအာင္ ေျပာင္းလေပးရန္ ကြန္ပ်ဴတာပရိုဂရမ္ကို အသံုးျပဳသည္	compile	v
ကြန္ပ်ဴတာပရိုဂရမ္	compiler	n
မိမိဘာသာ အားရေက်နပ္မႈ	complacency	n
မိမိဘာသာ အားရေက်နပ္ေသာ	complacent	adj
တိုင္တန္းသည္	complain	v
တိုင္ၾကားသည္	complain	v
ညည္းညူသည္	complain	v
မေက်မနပ္ေျပာသည္	complain	v
ေဝဒနာေၾကာင့္ညည္းတြားသည္	complain	v
တရားလို	complainant	n
တရားလိုမ်ား	complainants	n[pl]
တိုင္တန္းခဲ့	complained	v[pt]
တိုင္တန္းခဲ့ၿပီး	complained	v[pp]
တိုင္တန္းေန	complaining	v[ing]
မေက်မနပ္	complainingly	adv
ညည္းညည္းညူညူ	complainingly	adv
တိုင္ၾကားရျခင္းအေၾကာင္း	complaint	n
မေက်နပ္ရျခင္း အေၾကာင္း	complaint	n
တိုင္ၾကား ခ်က္	complaint	n
တိုင္ၾကားျခင္း	complaint	n
တိုင္တန္းျခင္း	complaint	n
မေက်မနပ္ျဖစ္ျခင္း	complaint	n
ေန ထိုင္မေကာင္းျခင္း	complaint	n
အနာေရာဂါ	complaint	n
တိုင္ၾကားမ်ား	complaints	n[pl]
သိတတ္ျခင္း	complaisance	n
ေလာက ဝတ္နားလည္ျခင္း	complaisance	n
အလိုလိုက္ အႀကိဳက္ေဆာင္ တတ္ေသာ	complaisant	adj
သိတတ္ေသာ	complaisant	adj
အျဖည့္	complement	n
အဖက္	complement	n
အျပည့္	complement	n
အစံုအလင္	complement	n
ဝါစကတြင္ ႀကိယာမွအပ က်န္အစိတ္အပိုင္း	complement	n
ျဖည့္စြက္သည္	complement	n
ျပည့္စံုေစသည္	complement	n
အစပ္တည့္ေသာ	complementary	adj
လိုက္ဖက္ေသာ	complementary	adj
ေထာင့္မွန္ျဖည့္ဖက္ေထာင့္	complementary angle	n
ျပည့္စံုေသာ	complete	adj
အစံု	complete	adj
တစ္ခုလံုး	complete	adj
ပစၥည္းအစံုအလင္ပါေသာ	complete	adj
ၿပီးဆံုး	complete	adj
လက္စသတ္	complete	adj
လံုးလံုးလ်ားလ်ား	complete	adj
လံုးဝ	complete	adj
သက္သက္	complete	adj
အၿပီးသတ္သည္	complete	v
လက္စသတ္ သည္	complete	v
ျပည့္စံုေစသည္	complete	v
စံု လင္သည္	complete	v
ပံုစံစသည္ျဖည့္သည္	complete	v
အၿပီးသတ္ခဲ့	completed	v[pt]
အၿပီးသတ္ခဲ့ၿပီး	completed	v[pp]
လံုးလံုး	completely	adv
လံုးဝ	completely	adv
အလွ်င္္း	completely	adv
ျပည့္စံုျခင္း	completeness	n
ပို၍ျပည့္စံု	completer	adj[com]
အျပည့္စံုဆံုး	completest	adj[sup]
အၿပီးသတ္ေန	completing	v[ing]
ၿပီးစီးျခင္း	completion	n
အၿပီးသတ္ ျခင္း	completion	n
ၿပီးစီးမႈအေျခအေန	completion	n
ၿပီးဆံုးခ်ိန္	completion	n
အေရာင္းအဝယ္စာခ်ဳပ္ ခ်ဳပ္ဆိုၿပီးစီးမႈ	completion	n
ၿပီးစီးျခင္းမ်ား	completions	n[pl]
အစိတ္အပိုင္းမ်ား စြာ ဆက္စပ္ပါဝင္ေသာ	complex	adj
ခက္ခဲရႈပ္ေထြး ေသာ	complex	adj
စက္ရံုအလုပ္ရံုအမ်ိဳးမ်ိဳး၊ အားကစားအမ်ိဳးမ်ိဳး၊ အပန္းေျဖစရာအမ်ိဳးမ်ိဳး စသည္ စုေပါင္းတည္ရိွရာေနရာ	complex	adj
အစြဲအလမ္း	complex	adj
ဥပါဒါန္	complex	adj
ေၾကာင့္ၾကမႈ	complex	adj
စုေပါင္းတည္ရိွရာေနရာ	complex	n[sing]
ဝါက်ေရာ	complex sentence	n
စုေပါင္းတည္ရိွရာေနရာမ်ား	complexes	n[pl]
အသားအေရ	complexion	n
အသားအေရာင္	complexion	n
သြင္ျပင္ လကၡဏာ	complexion	n
ခက္ခဲရုပ္ေထြးျခင္းမ်ား	complexities	n[pl]
ခက္ခဲရႈပ္ေထြးမႈ	complexity	n
ခက္ခဲနက္နဲမႈ	complexity	n
ေလးစားလိုက္နာျခင္း	compliance	n
လိုက္ေလ်ာ လြန္းျခင္း	compliance	n
အေလွ်ာ့ေပးျခင္း	compliance	n
ခက္ခဲရႈပ္ေထြးေစသည္	complicate	v
အစိတ္အပိုင္းမ်ားစြာ ဆက္စပ္ပါဝင္ေသာ	complicate	v
ရႈပ္ယွက္ခတ္ ေသာ	complicate	v
ခက္ခဲရႈပ္ေထြးေသာ	complicate	v
ရုပ္ေထြး	complicated	adj
ခက္ခဲရုပ္ေထြးေစခဲ့	complicated	v[pt]
ခက္ခဲရုပ္ေထြးေစခဲ့ၿပီး	complicated	v[pp]
ခက္ခဲရုပ္ေထြးေန	complicating	v[ing]
ပိုမိုရႈပ္ေထြး၊ ခက္ခေစေသာ အရာ	complication	n
ကုသေနစဉ္ထပ္တိုးလာေသာ ေရာဂါသစ္	complication	n
ပါဝင္ က်ဴးလြန္ျခင္း	complicity	n
ႀကံရာပါျခင္း	complicity	n
လိုက္နာခဲ့	complied	v[pt]
လိုက္နာခဲ့ၿပီး	complied	v[pp]
ခ်ီးမြမ္းျခင္း	compliment	n
ခ်ီးမြမ္းစကား	compliment	n
ေျမွာက္လံုးပင့္လံုး	compliment	n
နႈတ္ခြန္း ဆက္သျခင္း	compliment	n
ဆုမြန္ေကာင္းေတာင္းျခင္း	compliment	n
ခ်ီးမြမ္းသည္	compliment	n
ခ်ီးက်ဴးသည္	compliment	n
ကုမၸဏီက အခမဲ့နမူနာပစၥည္းႏွင့္တြဲ ပို႕ ေသာ ေၾကာ္ျငာ	compliment slip	n
ခ်ီးမြမ္းေသာ	complimentary	adj
အခမဲ့ေပးေသာ	complimentary	adj
ေမတၱာ လက္ေဆာင္အျဖစ္ေပးေသာ	complimentary	adj
လိုက္နာ သည္	comply	v
လိုက္ေလ်ာသည္	comply	v
လိုက္နာေန	complying	v[ing]
အစိတ္အပိုင္း	component	n
အစိတ္အပိုင္းမ်ား	components	n[pl]
ဖြဲ႕သည္	compose	v
သီကံုးေရးစပ္သည္	compose	v
စိတ္ထိန္းသည္	compose	v
တည္ၿငိမ္ေအးေဆးေသာ	composed	adj
ေရးဖြဲ႕သီကံုးခဲ့	composed	v[pt]
ေရးဖြဲ႕သီကံုးခဲ့ၿပီး	composed	v[pp]
ျဖင့္ ဖြဲ႕စည္းထားသည္	composed of	v
ေတးေရးဆရာ	composer	n
ေတးေရးဆရာမ်ား	composers	n[pl]
ေရးဖြဲ႕သီကံုးေန	composing	v[ing]
စုေပါင္းေဗြ	composite type	n
ေရးစပ္သီကံုးထားေသာအရာ	composition	n
ေရးစပ္သီကံုးျခင္း	composition	n
စာစီစာကံုး	composition	n
ေပါင္းစပ္ဖြဲ႕စည္းမႈ	composition	n
စာစီစာကံုးမ်ား	compositions	n[pl]
စာစီသူ	compositor	n
စာစီသူမ်ား	compositors	n[pl]
သစ္ရြက္ေဆးေျမဩဇာ	compost	n
ကြန္ေပါင္း	compound	n
ေရာစပ္	compound	v
ေပါင္းစပ္ထား	compound	adj
ေရာစပ္ခဲ့	compounded	v[pt]
ေရာစပ္ခဲ့ၿပီး	compounded	v[pp]
ေရာစပ္ေန	compounding	v[ing]
ကြန္ေပါင္းမ်ား	compounds	n[pl]
သေဘာေပါက္ နား လည္ႏိုင္စြမ္း	comprehension	n
စာ၊ စကား တတ္သိနားလည္မႈ	comprehension	n
ျပည့္စံုေသာ	comprehensive	adj
က်ယ္ ျပန္႕ေသာ	comprehensive	adj
တစ္ေက်ာင္းတည္းတြင္ ဉာဏ္ရည္အမ်ိဳးမ်ိဳးရိွ ေသာ ကေလးမ်ား တက္ေရာက္သင္ၾကားႏိုင္ေသာပညာေရး	comprehensive	adj
ဉာဏ္ရည္အမ်ိဳးမ်ိဳး ရိွေသာ ကေလးမ်ားကို စုေပါင္း၍ ပညာသင္ေပးေသာေက်ာင္း	comprehensive	n
အျပတ္အသတ္ရံႈးသည္	comprehensive	n
လံုးဝဥႆံု	comprehensiveness	n
ဖိသည္	compress	v
သိပ္ ထည့္သည္	compress	v
အတိုခ်ံဳးသည္	compress	v
ခ်ံဳ႕သည္	compress	v
ေသြးတိတ္ရန္ ဖိကပ္ေသာ အဝတ္စ	compress	v
ကိုယ္ပူခ်ိဳေစ ရန္ ဖိကပ္ေသာေရဖတ္	compress	v
ေလ၊ ဓာတ္ေငြ႕ ဖိသိပ္စက္	compressor	n
ဖြဲ႕စည္းပါဝင္သည္	comprise	v
အျဖစ္ ပါဝင္သည္	comprise	v
ဖြဲ႕စည္းပါဝင္ခဲ့	comprised	v[pt]
ဖြဲ႕စည္းပါဝင္ခဲ့ၿပီး	comprised	v[pp]
ဖြဲ႕စည္းပါဝင္ေန	comprising	v[ing]
